Time,Speed_1,Speed_2,Speed_3,Speed_4,Speed_5
9.5,24.73,23.53,21.9,20.73,20.03
9.600000000000001,24.7,23.56,21.93,20.76,20.04
9.700000000000001,24.66,23.59,21.97,20.78,20.06
9.8,24.63,23.61,22.0,20.81,20.08
9.9,24.59,23.64,22.04,20.84,20.09
10.0,24.55,23.66,22.07,20.87,20.11
10.100000000000001,24.5,23.69,22.11,20.89,20.13
10.200000000000001,24.46,23.71,22.14,20.92,20.15
10.3,24.41,23.73,22.18,20.95,20.16
10.4,24.37,23.75,22.21,20.98,20.18
10.5,24.32,23.77,22.24,21.01,20.2
10.600000000000001,24.26,23.78,22.28,21.03,20.22
10.700000000000001,24.21,23.8,22.31,21.06,20.24
10.8,24.16,23.81,22.34,21.09,20.26
10.9,24.1,23.82,22.38,21.12,20.28
11.0,24.04,23.84,22.41,21.15,20.3
11.100000000000001,23.98,23.85,22.44,21.18,20.32
11.200000000000001,23.92,23.86,22.47,21.21,20.34
11.3,23.86,23.86,22.5,21.24,20.36
11.4,23.79,23.87,22.53,21.27,20.38
11.5,23.73,23.87,22.56,21.3,20.4
11.600000000000001,23.66,23.87,22.59,21.33,20.42
11.700000000000001,23.59,23.88,22.62,21.35,20.44
11.8,23.52,23.88,22.65,21.38,20.46
11.9,23.45,23.87,22.68,21.41,20.49
12.0,23.38,23.87,22.71,21.44,20.51
12.100000000000001,23.3,23.86,22.74,21.47,20.53
12.200000000000001,23.23,23.86,22.76,21.5,20.55
12.3,23.15,23.85,22.79,21.53,20.58
12.4,23.07,23.84,22.81,21.56,20.6
12.5,22.99,23.83,22.84,21.59,20.62
12.600000000000001,22.91,23.81,22.86,21.62,20.64
12.700000000000001,22.83,23.8,22.89,21.65,20.67
12.8,22.75,23.78,22.91,21.68,20.69
12.9,22.66,23.76,22.93,21.7,20.72
13.0,22.58,23.74,22.95,21.73,20.74
13.100000000000001,22.49,23.71,22.97,21.76,20.76
13.200000000000001,22.4,23.69,22.99,21.79,20.79
13.3,22.32,23.66,23.01,21.82,20.81
13.4,22.23,23.64,23.03,21.85,20.84
13.5,22.14,23.61,23.04,21.87,20.86
13.600000000000001,22.05,23.57,23.06,21.9,20.88
13.700000000000001,21.95,23.54,23.07,21.93,20.91
13.8,21.86,23.5,23.09,21.96,20.93
13.9,21.77,23.47,23.1,21.98,20.96
14.0,21.67,23.43,23.11,22.01,20.98
14.100000000000001,21.58,23.39,23.12,22.04,21.01
14.200000000000001,21.49,23.34,23.13,22.06,21.03
14.3,21.39,23.3,23.14,22.09,21.06
14.4,21.29,23.25,23.15,22.11,21.08
14.5,21.2,23.21,23.15,22.14,21.11
14.600000000000001,21.1,23.16,23.16,22.16,21.13
14.700000000000001,21.0,23.11,23.16,22.19,21.16
14.8,20.9,23.05,23.16,22.21,21.18
14.9,20.8,23.0,23.16,22.23,21.21
15.0,20.71,22.94,23.16,22.26,21.23
15.100000000000001,20.61,22.88,23.16,22.28,21.26
15.200000000000001,20.51,22.83,23.16,22.3,21.28
15.3,20.41,22.76,23.15,22.32,21.31
15.4,20.31,22.7,23.15,22.34,21.33
15.5,20.21,22.64,23.14,22.37,21.36
15.600000000000001,20.11,22.57,23.13,22.39,21.38
15.700000000000001,20.01,22.51,23.12,22.4,21.41
15.8,19.91,22.44,23.11,22.42,21.43
15.9,19.81,22.37,23.1,22.44,21.45
16.0,19.71,22.3,23.08,22.46,21.48
16.1,19.61,22.23,23.06,22.48,21.5
16.2,19.51,22.15,23.05,22.49,21.53
16.3,19.41,22.08,23.03,22.51,21.55
16.400000000000002,19.31,22.0,23.0,22.52,21.57
16.5,19.21,21.92,22.98,22.54,21.6
16.6,19.11,21.85,22.96,22.55,21.62
16.7,19.01,21.77,22.93,22.56,21.64
16.8,18.92,21.69,22.9,22.57,21.67
16.900000000000002,18.82,21.61,22.87,22.58,21.69
17.0,18.72,21.53,22.84,22.59,21.71
17.1,18.63,21.44,22.81,22.6,21.73
17.2,18.53,21.36,22.78,22.61,21.76
17.3,18.43,21.27,22.74,22.62,21.78
17.400000000000002,18.34,21.19,22.7,22.62,21.8
17.5,18.25,21.1,22.66,22.63,21.82
17.6,18.15,21.02,22.62,22.63,21.84
17.7,18.06,20.93,22.58,22.63,21.86
17.8,17.97,20.84,22.54,22.63,21.88
17.900000000000002,17.88,20.75,22.49,22.63,21.9
18.0,17.79,20.67,22.44,22.63,21.92
18.1,17.7,20.58,22.4,22.63,21.94
18.2,17.61,20.49,22.35,22.63,21.96
18.3,17.52,20.4,22.3,22.62,21.98
18.400000000000002,17.44,20.31,22.24,22.62,21.99
18.5,17.35,20.22,22.19,22.61,22.01
18.6,17.27,20.13,22.13,22.6,22.03
18.7,17.18,20.04,22.08,22.6,22.04
18.8,17.1,19.95,22.02,22.58,22.06
18.900000000000002,17.02,19.86,21.96,22.57,22.07
19.0,16.94,19.77,21.9,22.56,22.09
19.1,16.86,19.68,21.83,22.54,22.1
19.200000000000003,16.79,19.59,21.77,22.53,22.11
19.3,16.71,19.5,21.71,22.51,22.13
19.400000000000002,16.63,19.41,21.64,22.49,22.14
19.5,16.56,19.32,21.57,22.47,22.15
19.6,16.49,19.23,21.51,22.45,22.16
19.700000000000003,16.42,19.14,21.44,22.43,22.17
19.8,16.35,19.05,21.37,22.4,22.18
19.900000000000002,16.28,18.96,21.3,22.38,22.18
20.0,16.22,18.88,21.23,22.35,22.19
20.1,16.15,18.79,21.15,22.32,22.2
20.200000000000003,16.09,18.7,21.08,22.29,22.2
20.3,16.03,18.62,21.01,22.26,22.21
20.400000000000002,15.97,18.53,20.93,22.23,22.21
20.5,15.91,18.45,20.86,22.19,22.22
20.6,15.85,18.36,20.78,22.16,22.22
20.700000000000003,15.8,18.28,20.71,22.12,22.22
20.8,15.74,18.2,20.63,22.08,22.22
20.900000000000002,15.69,18.12,20.55,22.04,22.22
21.0,15.64,18.04,20.47,22.0,22.22
21.1,15.59,17.96,20.4,21.96,22.21
21.200000000000003,15.55,17.88,20.32,21.92,22.21
21.3,15.5,17.8,20.24,21.87,22.2
21.400000000000002,15.46,17.72,20.16,21.82,22.2
21.5,15.42,17.65,20.08,21.78,22.19
21.6,15.38,17.57,20.0,21.73,22.18
21.700000000000003,15.34,17.5,19.92,21.68,22.17
21.8,15.31,17.43,19.84,21.63,22.16
21.900000000000002,15.27,17.36,19.76,21.58,22.15
22.0,15.24,17.29,19.68,21.52,22.14
22.1,15.21,17.22,19.6,21.47,22.12
22.200000000000003,15.18,17.15,19.53,21.41,22.11
22.3,15.16,17.09,19.45,21.36,22.09
22.400000000000002,15.13,17.02,19.37,21.3,22.07
22.5,15.11,16.96,19.29,21.24,22.05
22.6,15.09,16.9,19.21,21.18,22.03
22.700000000000003,15.07,16.83,19.13,21.12,22.01
22.8,15.06,16.78,19.06,21.06,21.99
22.900000000000002,15.04,16.72,18.98,21.0,21.97
23.0,15.03,16.66,18.9,20.94,21.94
23.1,15.02,16.61,18.83,20.87,21.92
23.200000000000003,15.01,16.55,18.75,20.81,21.89
23.3,15.01,16.5,18.68,20.74,21.86
23.400000000000002,15.0,16.45,18.61,20.68,21.83
23.5,15.0,16.4,18.53,20.61,21.8
23.6,15.0,16.35,18.46,20.55,21.77
23.700000000000003,15.0,16.31,18.39,20.48,21.74
23.8,15.01,16.27,18.32,20.42,21.7
23.900000000000002,15.01,16.22,18.25,20.35,21.67
24.0,15.02,16.18,18.18,20.28,21.63
24.1,15.03,16.14,18.11,20.21,21.59
24.200000000000003,15.04,16.11,18.04,20.14,21.55
24.3,15.05,16.07,17.98,20.08,21.51
24.400000000000002,15.07,16.04,17.91,20.01,21.47
24.5,15.09,16.0,17.85,19.94,21.43
24.6,15.11,15.97,17.78,19.87,21.39
24.700000000000003,15.13,15.94,17.72,19.8,21.34
24.8,15.15,15.91,17.66,19.73,21.3
24.900000000000002,15.18,15.89,17.6,19.67,21.25
25.0,15.21,15.86,17.54,19.6,21.2
25.1,15.23,15.84,17.48,19.53,21.16
25.200000000000003,15.27,15.82,17.43,19.46,21.11
25.3,15.3,15.8,17.37,19.39,21.06
25.400000000000002,15.33,15.79,17.32,19.33,21.01
25.5,15.37,15.77,17.26,19.26,20.96
25.6,15.41,15.76,17.21,19.19,20.91
25.700000000000003,15.45,15.74,17.16,19.13,20.85
25.8,15.49,15.73,17.11,19.06,20.8
25.900000000000002,15.54,15.72,17.07,18.99,20.75
26.0,15.58,15.72,17.02,18.93,20.69
26.1,15.63,15.71,16.97,18.86,20.64
26.200000000000003,15.68,15.71,16.93,18.8,20.58
26.3,15.73,15.7,16.89,18.74,20.53
26.400000000000002,15.78,15.7,16.85,18.67,20.47
26.5,15.84,15.71,16.81,18.61,20.41
26.6,15.89,15.71,16.77,18.55,20.36
26.700000000000003,15.95,15.71,16.73,18.49,20.3
26.8,16.01,15.72,16.7,18.43,20.24
26.900000000000002,16.07,15.72,16.66,18.37,20.18
27.0,16.14,15.73,16.63,18.31,20.13
27.1,16.2,15.74,16.6,18.25,20.07
27.200000000000003,16.27,15.76,16.57,18.2,20.01
27.3,16.33,15.77,16.54,18.14,19.95
27.400000000000002,16.4,15.78,16.51,18.09,19.89
27.5,16.47,15.8,16.49,18.03,19.83
27.6,16.54,15.82,16.46,17.98,19.77
27.700000000000003,16.62,15.84,16.44,17.93,19.71
27.8,16.69,15.86,16.42,17.87,19.66
27.900000000000002,16.77,15.88,16.4,17.82,19.6
28.0,16.84,15.9,16.38,17.77,19.54
28.1,16.92,15.93,16.36,17.73,19.48
28.200000000000003,17.0,15.96,16.34,17.68,19.42
28.3,17.08,15.98,16.33,17.63,19.37
28.400000000000002,17.16,16.01,16.32,17.59,19.31
28.5,17.25,16.04,16.3,17.54,19.25
28.6,17.33,16.07,16.29,17.5,19.19
28.700000000000003,17.42,16.11,16.28,17.46,19.14
28.8,17.5,16.14,16.28,17.42,19.08
28.900000000000002,17.59,16.18,16.27,17.38,19.02
29.0,17.68,16.21,16.26,17.34,18.97
29.1,17.77,16.25,16.26,17.3,18.91
29.200000000000003,17.86,16.29,16.26,17.26,18.86
29.3,17.95,16.33,16.26,17.23,18.81
29.400000000000002,18.04,16.37,16.26,17.19,18.75
29.5,18.13,16.41,16.26,17.16,18.7
29.6,18.22,16.45,16.26,17.13,18.65
29.700000000000003,18.32,16.49,16.26,17.1,18.6
29.8,18.41,16.54,16.27,17.07,18.55
29.900000000000002,18.51,16.58,16.27,17.04,18.49
30.0,18.6,16.63,16.28,17.01,18.45
