Time,Speed1,Speed2,Speed3,Speed4,Speed5
7.799999999999997,19.44181818,19.87909091,20.3,21.08181818,17.95636364
7.899999999999999,19.42555556,19.86444444,20.3,21.07,18.00888889
8.0,19.41,19.84727273,20.3,21.07090909,18.06727273
8.100000000000001,19.39222222,19.83,20.3,21.06555556,18.13333333
8.200000000000003,19.37818182,19.81363636,20.29181818,21.06363636,18.19636364
8.299999999999997,19.36333333,19.79555556,20.29,21.05444444,18.26222222
8.399999999999999,19.34727273,19.77818182,20.28818182,21.05181818,18.32727273
8.5,19.33444444,19.76333333,20.28,21.05111111,18.39555555
8.600000000000001,19.31818182,19.74818182,20.27454545,21.04090909,18.47
8.700000000000003,19.30444444,19.72888889,20.27,21.03555556,18.54444444
8.799999999999997,19.29272727,19.71363636,20.26,21.03545455,18.62181818
8.899999999999999,19.28,19.69777778,20.25,21.02666667,18.70444444
9.0,19.26909091,19.68090909,20.23818182,21.01818182,18.78936849
9.100000000000001,19.25777778,19.66111111,20.22777778,21.00666667,18.88
9.200000000000003,19.24272727,19.63636364,20.21454545,21.00454545,18.97363636
9.299999999999997,19.23222222,19.61111111,20.19666667,20.97666667,19.07111111
9.399999999999999,19.21909091,19.58181818,20.17636364,20.94181818,19.17090909
9.5,19.20777778,19.55555556,20.15777778,20.90111111,19.27777778
9.600000000000001,19.19818182,19.52727273,20.13272727,20.85727273,19.38454545
9.700000000000003,19.19333333,19.50222222,20.10777778,20.82222222,19.49222222
9.799999999999997,19.18363636,19.47454545,20.08636364,20.79181818,19.60181818
9.899999999999999,19.17222222,19.44777778,20.06,20.75222222,19.71444444
10.0,19.16454545,19.42090909,20.03181818,20.70909091,19.82818182
10.100000000000001,19.16,19.39777778,20.00777778,20.67,19.94333333
10.200000000000003,19.15272727,19.37181818,19.97727273,20.62727273,20.06090909
10.299999999999997,19.14888889,19.35777778,19.94333333,20.59111111,20.17777778
10.399999999999999,19.14272727,19.33909091,19.91090909,20.56636364,20.29727273
10.5,19.14,19.31666667,19.88,20.53666667,20.41666667
10.600000000000001,19.13727273,19.29090909,19.84454545,20.50454545,20.53818182
10.700000000000003,19.13222222,19.26444444,19.80666667,20.48333333,20.65888889
10.799999999999997,19.12909091,19.23545455,19.76818182,20.46818182,20.77909091
10.899999999999999,19.12333333,19.20666667,19.73111111,20.44555556,20.9
11.0,19.11545455,19.17818182,19.69272727,20.43454545,21.02090909
11.100000000000001,19.11,19.14777778,19.65333333,20.42888889,21.14222222
11.200000000000003,19.10818182,19.12,19.61,20.42,21.26545454
11.299999999999997,19.10666667,19.09333333,19.57,20.41111111,21.38888889
11.399999999999999,19.10181818,19.06545455,19.52909091,20.42363636,21.51
11.5,19.1,19.04111111,19.48444444,20.42111111,21.63111111
11.600000000000001,19.1,19.01727273,19.44090909,20.41272727,21.75181818
11.700000000000003,19.09555556,18.99333333,19.39444444,20.41555556,21.87444444
11.799999999999997,19.09545455,18.96818182,19.35090909,20.41363636,21.99363636
11.899999999999999,19.09555556,18.94222222,19.30444444,20.39888889,22.11222222
12.0,19.09181818,18.92090909,19.25545455,20.37909091,22.23545454
12.100000000000001,19.08888889,18.89888889,19.20888889,20.35333333,22.35555555
12.200000000000003,19.08818182,18.87181818,19.16181818,20.31545455,22.47090909
12.299999999999997,19.08222222,18.84888889,19.11222222,20.27555556,22.58666667
12.399999999999999,19.08363636,18.82818182,19.06545455,20.22909091,22.70090909
12.5,19.08222222,18.80555556,19.01777778,20.18,22.81666667
12.600000000000001,19.08,18.78363636,18.96636364,20.12454546,22.92454545
12.700000000000003,19.07888889,18.76666667,18.92,20.06222222,23.03333333
12.799999999999997,19.08,18.74545455,18.87090909,20.00363636,23.14454545
12.899999999999999,19.07777778,18.72555556,18.82,19.93666667,23.25
13.0,19.07181818,18.70636364,18.76909091,19.87818182,23.35454545
13.099999999999994,19.06777778,18.68888889,18.71888889,19.82333333,23.45333333
13.200000000000003,19.06727273,18.67363636,18.67181818,19.76545455,23.55636364
13.299999999999997,19.06111111,18.65555556,18.62,19.70222222,23.65111111
13.400000000000006,19.06181818,18.63909091,18.57,19.65181818,23.74636364
13.5,19.06,18.62333333,18.51777778,19.58888889,23.83555555
13.599999999999994,19.05363636,18.60909091,18.46545455,19.53454546,23.92727273
13.700000000000003,19.04888889,18.59333333,18.41111111,19.48,24.01555555
13.799999999999997,19.04636364,18.58090909,18.35727273,19.42,24.10272727
13.900000000000006,19.04111111,18.57,18.30111111,19.37111111,24.18555555
14.0,19.03818182,18.55636364,18.25181818,19.31272727,24.26727273
14.099999999999994,19.03777778,18.54888889,18.20222222,19.25222222,24.34777778
14.200000000000003,19.03,18.53545455,18.15636364,19.19090909,24.42
14.299999999999997,19.02333333,18.52333333,18.11111111,19.12555556,24.49222222
14.400000000000006,19.01818182,18.51363636,18.07363636,19.06818182,24.55818182
14.5,19.00777778,18.50333333,18.03888889,19.00444445,24.60222222
14.599999999999994,19.00090909,18.48909091,18.00363636,18.93545455,24.64
14.700000000000003,18.99666667,18.48,17.97222222,18.87333333,24.67333333
14.799999999999997,18.99,18.47090909,17.94454545,18.80818182,24.70181818
14.900000000000006,18.98111111,18.46,17.91666667,18.74222222,24.72666667
15.0,18.97454545,18.45,17.88727273,18.67909091,24.75
15.099999999999994,18.96888889,18.44,17.86222222,18.61777778,24.77111111
15.200000000000003,18.95909091,18.43272727,17.83727273,18.55545455,24.79090909
15.299999999999997,18.94888889,18.42333333,17.81333333,18.49666667,24.80888889
15.400000000000006,18.94090909,18.42,17.79363636,18.43090909,24.82090909
15.5,18.93111111,18.42,17.77111111,18.36222222,24.83222222
15.599999999999994,18.91909091,18.41909091,17.75,18.31363636,24.84363636
15.700000000000003,18.91,18.41666667,17.73444444,18.25222222,24.85333333
15.799999999999997,18.90090909,18.41636364,17.71272727,18.19,24.86363636
15.900000000000006,18.89333333,18.41111111,17.69333333,18.13555556,24.87222222
16.0,18.88454545,18.41,17.67909091,18.08090909,24.88727273
16.099999999999994,18.87555556,18.41,17.66666667,18.02666667,24.9
16.200000000000003,18.87181818,18.41,17.65454545,17.97636364,24.91454545
16.299999999999997,18.86444444,18.41,17.63777778,17.92666667,24.92888889
16.400000000000006,18.86181818,18.40454545,17.62454545,17.88090909,24.94454545
16.5,18.85666667,18.40111111,17.61444444,17.83777778,24.96222222
16.599999999999994,18.85363636,18.4,17.60636364,17.80727273,24.97272727
16.700000000000003,18.84888889,18.4,17.59777778,17.76,24.97666667
16.799999999999997,18.84272727,18.39,17.59,17.72636364,24.98
16.900000000000006,18.83777778,18.38555556,17.58,17.69666667,24.98
17.0,18.83272727,18.38,17.57090909,17.65363636,24.97909091
17.099999999999994,18.82333333,18.37,17.57,17.61888889,24.97333333
17.200000000000003,18.82,18.36363636,17.56090909,17.59545455,24.97
17.299999999999997,18.81333333,18.35555556,17.55333333,17.57555556,24.96222222
17.400000000000006,18.80818182,18.34545455,17.55,17.54636364,24.95
17.5,18.80444444,18.33555556,17.54888889,17.52,24.93444444
17.599999999999994,18.80272727,18.32727273,17.54272727,17.49909091,24.91636364
17.700000000000003,18.80222222,18.31444444,17.54,17.47888889,24.89666667
17.799999999999997,18.80090909,18.30363636,17.53272727,17.45636364,24.87
17.900000000000006,18.8,18.29777778,17.53222222,17.44444444,24.84222222
18.0,18.79909091,18.29,17.53545455,17.43090909,24.81090909
18.099999999999994,18.79444444,18.28,17.53777778,17.41777778,24.77777778
18.200000000000003,18.79545455,18.27272727,17.53454545,17.40454545,24.74181818
18.299999999999997,18.79111111,18.26444444,17.53222222,17.40111111,24.70777778
18.400000000000006,18.78727273,18.25818182,17.53,17.39,24.67090909
18.5,18.78111111,18.25,17.53111111,17.38222222,24.63444444
18.599999999999994,18.77727273,18.24909091,17.53272727,17.38636364,24.60090909
18.700000000000003,18.77333333,18.24888889,17.53222222,17.38111111,24.56444444
18.799999999999997,18.77181818,18.24454545,17.53181818,17.38454545,24.52636364
18.900000000000006,18.77111111,18.24,17.53,17.38,24.49333333
19.0,18.76636364,18.25,17.53090909,17.37818182,24.45454545
19.099999999999994,18.76333333,18.25,17.53111111,17.38333333,24.41333333
19.200000000000003,18.76090909,18.25545455,17.53,17.38,24.36909091
19.299999999999997,18.75777778,18.25888889,17.53333333,17.37888889,24.32333333
19.400000000000006,18.75727273,18.26636364,17.54,17.37636364,24.27545455
19.5,18.75444444,18.27111111,17.54,17.37111111,24.22555556
19.599999999999994,18.75,18.27818182,17.54363636,17.36545455,24.17545455
19.700000000000003,18.74777778,18.28666667,17.54333333,17.36111111,24.12333333
19.799999999999997,18.74363636,18.29545455,17.55,17.35545455,24.06909091
19.900000000000006,18.73666667,18.3,17.55666667,17.35111111,24.02111111
20.0,18.73727273,18.31,17.56363636,17.34818182,23.97363636
20.099999999999994,18.73,18.31555556,17.57,17.34333333,23.92111111
20.200000000000003,18.72727273,18.32,17.57909091,17.34363636,23.86909091
20.299999999999997,18.72222222,18.32666667,17.58444444,17.34,23.81666667
20.400000000000006,18.72,18.33636364,17.59454545,17.33272727,23.76272727
20.5,18.71111111,18.34222222,17.61,17.33,23.70111111
20.599999999999994,18.70272727,18.35,17.62090909,17.33090909,23.63363636
20.700000000000003,18.69555556,18.35888889,17.63444444,17.32666667,23.56444445
20.799999999999997,18.69,18.36636364,17.64545455,17.32090909,23.49363636
20.900000000000006,18.68666667,18.37111111,17.65888889,17.31222222,23.42777778
21.0,18.68181818,18.38,17.67,17.30909091,23.35272727
21.099999999999994,18.67888889,18.39,17.68666667,17.30888889,23.27666667
21.200000000000003,18.67545455,18.39909091,17.7,17.30727273,23.19545455
21.299999999999997,18.66555556,18.40111111,17.71555556,17.29888889,23.11222222
21.400000000000006,18.66272727,18.40818182,17.73363636,17.29272727,23.02818182
21.5,18.65888889,18.41666667,17.74666667,17.28777778,22.93888889
21.599999999999994,18.65454545,18.42545455,17.76090909,17.28818182,22.84818182
21.700000000000003,18.65,18.43222222,17.77888889,17.29333333,22.75555556
21.799999999999997,18.64454545,18.44,17.79545455,17.29545455,22.66727273
21.900000000000006,18.64111111,18.44111111,17.81666667,17.29888889,22.57666667
22.0,18.63909091,18.44545455,17.83636364,17.30363636,22.48454546
22.099999999999994,18.63555556,18.45222222,17.85222222,17.31111111,22.39111111
22.200000000000003,18.63181818,18.46,17.87,17.31272727,22.29818182
22.299999999999997,18.62888889,18.46,17.89111111,17.32,22.20777778
22.400000000000006,18.62727273,18.46454545,17.90909091,17.33454545,22.11909091
22.5,18.62444444,18.47,17.92666667,17.34888889,22.02777778
22.599999999999994,18.62363636,18.46909091,17.94818182,17.36454545,21.94363636
22.700000000000003,18.62222222,18.47,17.96888889,17.36555556,21.85555556
22.799999999999997,18.62181818,18.47090909,17.98727273,17.38090909,21.77272727
22.900000000000006,18.62333333,18.47222222,18.00666667,17.39222222,21.69111111
23.0,18.62636364,18.47818182,18.02545455,17.40636364,21.61090909
23.099999999999994,18.62555556,18.47777778,18.04666667,17.42111111,21.53333333
23.200000000000003,18.63,18.47909091,18.06909091,17.44454545,21.45818182
23.299999999999997,18.63111111,18.48,18.09111111,17.45444444,21.38444445
23.400000000000006,18.63090909,18.48181818,18.10909091,17.47,21.31272727
23.5,18.63333333,18.49,18.12333333,17.49333333,21.23888889
23.599999999999994,18.63636364,18.49,18.14363636,17.50909091,21.16727273
23.700000000000003,18.64,18.49888889,18.16888889,17.52555556,21.09888889
23.799999999999997,18.64272727,18.5,18.18727273,17.54545455,21.03
23.900000000000006,18.64555556,18.50444444,18.20111111,17.57111111,20.96666667
24.0,18.65,18.51272727,18.22,17.59272727,20.91
24.099999999999994,18.65222222,18.52222222,18.23888889,17.61111111,20.85111111
24.200000000000003,18.65818182,18.53181818,18.25454545,17.63363636,20.8
24.299999999999997,18.66333333,18.54222222,18.27666667,17.65555556,20.74666667
24.400000000000006,18.67,18.55727273,18.29363636,17.68545455,20.70090909
24.5,18.67666667,18.56555556,18.30888889,17.71111111,20.65
24.599999999999994,18.68181818,18.57727273,18.32454545,17.73363636,20.60545455
24.700000000000003,18.68555556,18.59111111,18.34222222,17.75555556,20.55777778
24.799999999999997,18.69272727,18.60545455,18.35727273,17.76909091,20.51
24.900000000000006,18.69555556,18.61666667,18.37444444,17.79444444,20.46444444
25.0,18.7,18.62454545,18.39,17.82545455,20.42363636
25.099999999999994,18.70888889,18.64444444,18.40666667,17.84888889,20.37666667
25.200000000000003,18.71272727,18.66272727,18.42181818,17.86181818,20.33636364
25.299999999999997,18.72,18.67777778,18.44111111,17.88444444,20.29555556
25.400000000000006,18.72272727,18.68818182,18.45454545,17.90909091,20.26090909
25.5,18.72444444,18.70333333,18.47222222,17.92222222,20.22666667
25.599999999999994,18.73,18.71818182,18.49545455,17.95454545,20.19727273
25.700000000000003,18.73222222,18.73555556,18.51666667,17.97222222,20.16777778
25.799999999999997,18.73636364,18.74818182,18.53636364,17.99272727,20.13818182
25.900000000000006,18.74333333,18.76333333,18.56,18.01555556,20.11
26.0,18.74636364,18.77909091,18.58181818,18.03818182,20.08181818
26.099999999999994,18.75333333,18.79222222,18.60111111,18.05333333,20.05444444
26.200000000000003,18.75727273,18.80090909,18.62454545,18.08272727,20.02636364
26.299999999999997,18.76444444,18.81444444,18.64888889,18.10222222,19.99777778
26.400000000000006,18.77181818,18.82909091,18.67727273,18.12363636,19.96454545
26.5,18.78,18.84555556,18.69444444,18.14666667,19.93222222
26.599999999999994,18.78181818,18.85454545,18.71545455,18.16818182,19.90181818
26.700000000000003,18.79,18.86666667,18.74888889,18.19,19.87222222
26.799999999999997,18.79636364,18.87545455,18.77545455,18.20818182,19.84181818
26.900000000000006,18.80222222,18.88777778,18.80111111,18.23666667,19.81222222
27.0,18.81090909,18.89454545,18.82454545,18.25909091,19.78363636
27.099999999999994,18.81777778,18.90777778,18.84888889,18.29111111,19.75222222
27.200000000000003,18.82454545,18.91909091,18.87636364,18.30636364,19.72909091
27.299999999999997,18.83333333,18.93444444,18.91,18.33888889,19.70333333
27.400000000000006,18.83727273,18.94181818,18.93454545,18.35818182,19.68090909
27.5,18.84666667,18.95444444,18.96111111,18.38333333,19.65888889
27.599999999999994,18.85636364,18.97,18.99,18.40454545,19.64363636
27.700000000000003,18.86333333,18.98333333,19.01555556,18.43555556,19.62777778
27.799999999999997,18.87,19.00272727,19.04090909,18.45818182,19.61181818
27.900000000000006,18.87777778,19.01111111,19.06777778,18.46888889,19.59222222
28.0,18.88545455,19.02545455,19.09909091,18.50909091,19.57454545
28.099999999999994,18.89111111,19.04,19.12888889,18.53777778,19.55666667
28.200000000000003,18.89727273,19.05363636,19.14818182,18.55727273,19.54363636
28.299999999999997,18.90333333,19.06666667,19.17222222,18.58111111,19.52444444
28.400000000000006,18.90909091,19.08454545,19.19818182,18.61,19.51454545
28.5,18.91555556,19.10111111,19.22222222,18.63777778,19.50333333
28.599999999999994,18.92454545,19.11363636,19.24727273,18.67636364,19.49181818
28.700000000000003,18.93111111,19.12777778,19.27777778,18.70888889,19.47888889
28.799999999999997,18.94090909,19.14363636,19.30090909,18.73636364,19.46909091
28.900000000000006,18.94777778,19.15777778,19.32666667,18.77,19.46222222
29.0,18.96,19.17363636,19.34727273,18.79909091,19.45636364
29.099999999999994,18.96333333,19.19,19.37555556,18.83444444,19.44888889
29.200000000000003,18.97181818,19.20181818,19.40272727,18.86454545,19.44454545
29.299999999999997,18.97777778,19.21555556,19.42888889,18.90333333,19.44
29.400000000000006,18.98363636,19.23090909,19.45181818,18.94909091,19.44
29.5,18.99111111,19.24,19.47555556,18.98444444,19.44111111
29.599999999999994,18.99727273,19.25,19.50090909,19.01636364,19.44
29.700000000000003,19.00222222,19.26444444,19.52666667,19.05,19.43888889
29.799999999999997,19.00909091,19.27272727,19.55272727,19.09272727,19.44
29.900000000000006,19.01333333,19.28555556,19.58111111,19.12,19.44
